cif,formula,sgnum,sitios,atoms,elements,target,prediction
7032562,Sr3.68Li0.32Ta3.68N3.56O7.64,140,4,18.88,5.0,5,5
7032563,Sr2.92Li1.08Ta2.92N2.324O7.276,140,4,16.52,5.0,5,5
7032565,Sr3.32Li0.68Ta3.32N2.96O7.52,140,4,17.8,5.0,5,5
7033685,Mn2CrSbO6,14,6,20.0,4.0,5,5
7036919,Ca2LaNbO6,14,6,20.0,4.0,5,5
7036920,Ba0.6Ca3.4La2Nb2O12,14,6,20.0,5.0,5,5
7036922,Ba3.2Ca0.8La2Nb2O12,12,5,20.0,5.0,5,5
7054634,YbDyMn2O6,62,4,20.0,4.0,5,5
7200990,KAgF3,62,4,20.0,3.0,5,5
7203836,CaDyMnSnO6,62,4,20.0,5.0,5,5
7203837,CaLaMnSnO6,62,4,20.0,5.0,5,5
7203838,CaSmMnSnO6,62,4,20.0,5.0,5,5
7209388,KAuI3,14,6,20.0,3.0,5,5
7209473,YbBO3,167,3,30.0,3.0,5,5
7210231,Sr1V1O2.934,221,3,4.934,3.0,5,5
7214218,Ca5.4Mg0.6C6O18,167,3,30.0,4.0,5,5
7221018,Ba1In0.5Fe0.5O2.499F0.318,221,3,4.817,5.0,5,5
7221024,K0.36Na0.54La5.1Mn6O18,167,3,30.0,5.0,5,5
7221025,K0.9La5.1Mn6O18,167,3,30.0,4.0,5,5
7221038,Sr2HoRuO6,14,6,20.0,4.0,5,5
7221065,Nd4Mn3.84O11.544,62,4,19.384,3.0,5,5
7221275,Ba1.6La2.4Mn2In2O12,74,4,20.0,5.0,5,5
7221276,Sr1.6La2.4Mn2In2O12,62,4,20.0,5.0,5,5
7221302,La4Ni3.6Mo0.4O12,62,4,20.0,4.0,5,5
7221303,La4Ni3.4Mo0.6O12,62,4,20.0,4.0,5,5
7221304,La4Ni3.2Mo0.8O12,62,4,20.0,4.0,5,5
7221306,Na0.6Pr3.4Mn4O12,62,4,20.0,4.0,5,5
7221309,Na0.12Pr3.88Mn3.76O12,62,4,19.76,4.0,5,5
7221311,K0.24Pr3.76Mn4O12,62,4,20.0,4.0,5,5
7221312,K0.08Pr3.92Mn3.76O12,62,4,19.76,4.0,5,5
7221313,Na0.44Nd3.56Mn4O12,62,4,20.0,4.0,5,5
7221314,Na0.08Nd3.92Mn3.64O12,62,4,19.64,4.0,5,5
7221316,K0.08Nd3.92Mn3.64O12,62,4,19.64,4.0,5,5
7221317,TlNiO3,62,4,20.0,3.0,5,7
7221399,PrCoO3,62,4,20.0,3.0,5,5
7221400,TbCoO3,62,4,20.0,3.0,5,5
7221402,HoCoO3,62,4,20.0,3.0,5,5
7221403,ErCoO3,62,4,20.0,3.0,5,5
7221404,TmCoO3,62,4,20.0,3.0,5,5
7221405,YbCoO3,62,4,20.0,3.0,5,5
7221406,LuCoO3,62,4,20.0,3.0,5,5
7221498,SrCoBiRuO6,62,4,20.0,5.0,5,5
7221504,Th2Mn8.288Cu5.712O24,204,4,40.0,4.0,5,5
7222208,La2TiNiO6,14,6,20.0,4.0,5,5
7222217,Ba2YReO6,14,6,20.0,4.0,5,5
7222218,Sr2MnNbO6,225,4,40.0,4.0,5,5
7222219,Sr1Mn0.5Nb0.5O2.8749,221,3,4.874,4.0,5,5
7222311,Sr1Ta0.5Ga0.05Fe0.45O3,221,3,5.0,5.0,5,5
7222342,YbVO3,62,4,20.0,3.0,5,5
7222421,Sr1.8La4.2Mn4.2Fe1.8O18,167,3,30.0,5.0,5,5
7222422,Sr2.4La3.6Mn3.6Fe2.4O18,167,3,30.0,5.0,5,5
7222423,SrLaMnFeO6,167,3,30.0,5.0,5,5
7222433,Sr4Y2Cu0.3Ru1.7O12,14,6,20.0,5.0,5,5
7222434,Ba8Y4Cu0.4Ru3.6O24,225,4,40.0,5.0,5,5
7222960,Sr1.2La4.8Cu6O15.84,167,3,27.84,4.0,5,5
8000220,Sr1.2La4.8Mg0.9Ga4.8Co0.3O16.7994,167,3,28.794,6.0,5,5
8000221,Sr0.2La0.8Mg0.15Ga0.8Co0.05O2.7999,221,3,4.7989999999999995,6.0,5,5
8100894,Na3HoCl6,14,6,20.0,3.0,5,5
8101388,Ba4Bi0.4Pb3.6O12,140,4,20.0,4.0,5,5
8103032,PrScO3,62,4,20.0,3.0,5,5
8103469,TiBO3,167,3,30.0,3.0,5,5
8103885,K3IO,221,3,5.0,3.0,5,5
8104131,NiNF3,221,3,5.0,3.0,5,5
8104194,Ca3GeO,221,3,5.0,3.0,5,5
8104407,Ba1Bi0.05Sb0.25Pb0.7O3,221,3,5.0,5.0,5,5
9000099,ZnCO3,167,3,30.0,3.0,5,5
9000100,CdCO3,167,3,30.0,3.0,5,5
9000101,CoCO3,167,3,30.0,3.0,5,1
9000104,CuCO3,167,3,30.0,3.0,5,1
9000106,MgCd(CO3)2,148,4,30.0,4.0,5,5
9000885,Ca3.003Mg2.997C6O18,148,4,30.0,4.0,5,5
9000886,Ca3.006Mg2.994C6O18,148,4,30.0,4.0,5,5
9001047,Ca3.06Mn2.94C6O18,148,4,30.0,4.0,5,5
9001048,Ca3.33Mn2.67C6O18,148,4,30.0,4.0,5,5
9001245,Ca2.991Mg2.307Fe0.702C6O18,148,4,30.0,5.0,5,5
9001246,Ca3.021Mg1.353Fe1.626C6O18,148,4,30.0,5.0,5,5
9001247,Ca2.991Mg0.819Fe2.19C6O18,148,4,30.0,5.0,5,5
9001297,Ca5.616Mg0.384C6O18,167,3,30.0,4.0,5,5
9001298,Ca5.226Mg0.774C6O18,167,3,30.0,4.0,5,5
9001841,Ca2TiSiO6,225,4,40.0,4.0,5,5
9002028,Mg3.8Fe0.2Si4O12,62,4,20.0,4.0,5,5
9002802,SrCa3Ti4O12,62,4,20.0,4.0,5,5
9002804,Sr2.4Ca1.6Ti4O12,62,4,20.0,4.0,5,5
9002805,Sr2.6Ca1.4Ti4O12,140,4,20.0,4.0,5,5
9002807,Sr2.6Ca1.4Ti4O12,62,4,20.0,4.0,5,5
9003812,NaMgF3,221,3,5.0,3.0,5,5
9004344,MnSn(BO3)2,148,4,30.0,4.0,5,5
9004466,Na1Ca3Ti1.12Nb2.28Fe0.6O12,62,4,20.0,6.0,5,5
9004928,Ca3.24Mg2.76C6O18,148,4,30.0,4.0,5,5
9004929,Ca3.51Mg2.49C6O18,148,4,30.0,4.0,5,5
9004930,Ca3.21Mg2.79C6O18,148,4,30.0,4.0,5,5
9004931,Ca3.39Mg2.61C6O18,148,4,30.0,4.0,5,5
9004933,Ca3.42Mg2.58C6O18,148,4,30.0,4.0,5,5
9004934,Ca3Mg2.01Fe0.99C6O18,148,4,30.0,5.0,5,5
9005451,Na3LaTi2Nb2O12,63,6,40.0,5.0,5,7
9005880,TiMnO3,62,4,20.0,3.0,5,5
9005881,CdGeO3,62,4,20.0,3.0,5,7
9006334,CaTi4(FeO4)3,204,4,40.0,4.0,5,5
9006358,K1Mg0.5Cu0.5F3,221,3,5.0,4.0,5,5
9006359,K1Mg0.6Cu0.4F3,221,3,5.0,4.0,5,5
9006360,K1Mg0.7Cu0.3F3,221,3,5.0,4.0,5,5
9006361,K1Mg0.8Cu0.2F3,221,3,5.0,4.0,5,5
9006362,K1Mg0.9Cu0.1F3,221,3,5.0,4.0,5,5
9006363,KMgF3,221,3,5.0,3.0,5,5
9006638,Na1.8La1.36Th0.52Ti4O12,140,4,19.68,5.0,5,5
9006863,NaSr2LaTi4O12,140,4,20.0,5.0,5,5
9006866,Na0.1Sr0.8La0.1Ti1O3,221,3,5.0,5.0,5,5
9006867,Na0.6Sr2.8La0.6Ti4O12,140,4,20.0,5.0,5,5
9006868,Na0.8Sr2.4La0.8Ti4O12,140,4,20.0,5.0,5,5
9006870,Na1.2Sr1.6La1.2Ti4O12,140,4,20.0,5.0,5,5
9006871,Na1.4Sr1.2La1.4Ti4O12,140,4,20.0,5.0,5,5
9006872,Na2.4Sr1.2La2.4Ti6O18,167,3,30.0,5.0,5,5
9006873,Na2.7Sr0.6La2.7Ti6O18,167,3,30.0,5.0,5,5
9006957,K0.72Na3.28Mg4F12,62,4,20.0,4.0,5,5
9006958,KNaMg2F6,127,4,10.0,4.0,5,5
9006960,K0.56Na0.44Mg1F3,221,3,5.0,4.0,5,5
9006961,K0.6Na0.4Mg1F3,221,3,5.0,4.0,5,5
9006962,K0.67Na0.33Mg1F3,221,3,5.0,4.0,5,5
9006963,K0.7Na0.3Mg1F3,221,3,5.0,4.0,5,5
9006964,K0.78Na0.22Mg1F3,221,3,5.0,4.0,5,5
9006965,K0.89Na0.11Mg1F3,221,3,5.0,4.0,5,5
9007441,Cr2S3,148,4,30.0,2.0,5,5
9007768,Na3ClO,221,3,5.0,3.0,5,5
9009324,CaSn(BO3)2,148,4,30.0,4.0,5,5
9009341,K2NaAlF6,225,4,40.0,4.0,5,5
9009591,Ca3.15Mg0.81Mn0.15Fe1.89C6O18,148,4,30.0,6.0,5,5
9009592,Ca3Mg2.82Mn0.03Fe0.15C6O18,148,4,30.0,6.0,5,5
9010204,Mg0.6Cd5.4C6O18,167,3,30.0,4.0,5,5
9010205,Mg1.2Cd4.8C6O18,167,3,30.0,4.0,5,5
9010206,Mg1.8Cd4.2C6O18,167,3,30.0,4.0,5,5
9010207,Mg2.4Cd3.6C6O18,148,4,30.0,4.0,5,5
9010209,Mg3.6Cd2.4C6O18,148,4,30.0,4.0,5,5
9010212,Mg2.7Cd3.3C6O18,148,4,30.0,4.0,5,5
9010214,Mg3.3Cd2.7C6O18,148,4,30.0,4.0,5,5
9010217,MgCd(CO3)2,167,3,30.0,4.0,5,5
9010222,Mg2.4Cd3.6C6O18,167,3,30.0,4.0,5,5
9010225,Mg5.4Cd0.6C6O18,167,3,30.0,4.0,5,5
9010908,Mg3.96Al0.2Si3.84O11.94,62,4,19.94,4.0,5,5
9010909,Mg3.88Al0.4Si3.72O11.916,62,4,19.916,4.0,5,5
9010911,Mg3.8Al0.4Si3.8O12,62,4,20.0,4.0,5,5
9011180,AlBO3,167,3,30.0,3.0,5,5
9012285,Na3AlF6,225,4,40.0,3.0,5,5
9014466,CaSnO3,62,4,20.0,3.0,5,5
9014754,V(NF2)3,225,4,40.0,3.0,5,7
9014873,Fe(NF2)3,225,4,40.0,3.0,5,7
9015478,MnNF3,221,3,5.0,3.0,5,5
9015738,Cr(NF2)3,225,4,40.0,3.0,5,7
1000176,Na3Li3Sc2F12,230,4,160.0,4.0,0,0
1000177,Na3Li3In2F12,230,4,160.0,4.0,0,0
1000209,Na3Li3Ti2F12,230,4,160.0,4.0,0,0
1000210,Na3Li3V2F12,230,4,160.0,4.0,0,0
1000211,Na3Li3Cr2F12,230,4,160.0,4.0,0,0
1000213,Na3Li3Co2F12,230,4,160.0,4.0,0,0
1001561,Ca24Ga16.0008Si7.9992Sn16O96,230,4,160.0,5.0,0,0
1001562,Ca24Ga16.0008Si7.6008Sn16.3984O96,230,4,160.024,5.0,0,0
1001563,Ca24Ga16.0008Si0.3984Sn23.6008O96,230,4,160.024,5.0,0,0
1007046,Na16.008Ca7.992Sn16Ge24O96,230,4,160.0,5.0,0,0
1007047,Na16.008Ca7.992Ti16Ge24O96,230,4,160.0,5.0,0,0
1008147,Gd3Fe5O12,230,4,160.0,3.0,0,0
1009022,Ca3Fe2(GeO4)3,230,4,160.0,4.0,0,0
1009023,Ca3Y2(GeO4)3,230,4,160.0,4.0,0,0
1009024,Y16.08Mg23.92Ge24O96,230,4,160.0,4.0,0,0
1010911,Na7.992Ca16.008Mg16As24O96,230,4,160.0,5.0,0,0
1010934,Na3Li3Al2F12,230,4,160.0,4.0,0,0
1010999,Ca12Al14.4Fe14.08Si23.52O96,230,4,160.0,5.0,0,0
1011055,Ca3Al2(SiO4)3,230,4,160.0,4.0,0,0
1100105,Na3Fe2(AsO4)3,230,4,160.0,4.0,0,0
1525935,Tb3Fe5O12,230,4,160.0,3.0,0,0
1525937,Y24In3.36Fe36.64O96,230,4,160.0,4.0,0,0
1525939,Y24Sc8.4Fe31.6O96,230,4,160.0,4.0,0,0
1525941,Er3Ga5O12,230,4,160.0,3.0,0,0
1526372,Y24Al7.992Fe32.008O96,230,4,160.0,4.0,0,0
1526374,Y24Al16.008Fe23.992O96,230,4,160.0,4.0,0,0
1526375,Y24Al24.008Fe15.992O96,230,4,160.0,4.0,0,0
1526377,Y24Al31.992Fe8.008O96,230,4,160.0,4.0,0,0
1529037,Y3Al5O12,230,4,160.0,3.0,0,0
1529480,Ca3Ga2(GeO4)3,230,4,160.0,4.0,0,0
1530425,Ca3Sc2(GeO4)3,230,4,160.0,4.0,0,0
1530426,Sc2Cd3(GeO4)3,230,4,160.0,4.0,0,0
1531283,Al2Fe3(SiO4)3,230,4,160.0,4.0,0,0
1532992,Na7.992Ca16.008V24Zn16O96,230,4,160.0,5.0,0,0
1533341,Ca3.12Y12.72V1.68In1.6Fe35.12Bi7.92O96,230,4,158.16,7.0,0,0
1536016,Nd0.336Y23.664Al40O96,230,4,160.0,4.0,0,0
1536621,Y23.76Sc11.12Ga29.12O96,230,4,160.0,4.0,0,0
1536624,Y24Sc11.44Ga28.56O96,230,4,160.0,4.0,0,0
1536628,Y21.9192Sc17.504Ga24.08O96,230,4,159.496,4.0,0,0
1538375,Ca0.648Mn20.64Al15.92Fe2.792Si24O96,230,4,160.0,6.0,0,0
1538380,Mg3Cr2(SiO4)3,230,4,160.0,4.0,0,0
1538381,Mg3V2(SiO4)3,230,4,160.0,4.0,0,0
1538382,Mg3Fe2(SiO4)3,230,4,160.0,4.0,0,0
1538384,Mg3Mn2(SiO4)3,230,4,160.0,4.0,0,0
1538385,Cr2Fe3(SiO4)3,230,4,160.0,4.0,0,0
1538386,V2Fe3(SiO4)3,230,4,160.0,4.0,0,0
1538390,Mn2Fe3(SiO4)3,230,4,160.0,4.0,0,0
1538392,Mn3Cr2(SiO4)3,230,4,160.0,4.0,0,0
1538396,Mn5(SiO4)3,230,4,160.0,3.0,0,0
1538397,Al2Cd3(SiO4)3,230,4,160.0,4.0,0,0
1538398,Sr3Al2(SiO4)3,230,4,160.0,4.0,0,0
1538400,Ba3Al2(SiO4)3,230,4,160.0,4.0,0,0
1538402,Ca3Ga2(SiO4)3,230,4,160.0,4.0,0,0
1538404,Ca3Mn2(SiO4)3,230,4,160.0,4.0,0,0
1538405,Ca3Sc2(SiO4)3,230,4,160.0,4.0,0,0
1538407,Ca3In2(SiO4)3,230,4,160.0,4.0,0,0
1539533,Ca22.944Al15.12Fe1.936Si24O96,230,4,160.0,5.0,0,0
1539536,Y3Sc2Al3O12,230,4,160.0,4.0,0,0
1541086,La19.032Lu20.488Zn0.384Ga23.616Pb0.48O96,230,4,160.0,6.0,0,0
1541445,Ca19.776Al15.52Fe4.704Si22.632O96,230,4,158.632,5.0,0,0
1541536,Pr5.592Y18.408Sc6.4Fe33.6O96,230,4,160.0,5.0,0,0
1541543,Ca16.56V8.32Fe31.68Bi7.44O96,230,4,160.0,5.0,0,0
1541549,Ca6V3Fe7O24,230,4,160.0,4.0,0,0
1541561,Ca7.92Y16.08Fe32Sn8O96,230,4,160.0,5.0,0,0
1541563,Ca16.008Y7.992Fe23.992Sn16.008O96,230,4,160.0,5.0,0,0
1541632,Na7.92Ca16.08V24Cu16O96,230,4,160.0,5.0,0,0
2002152,Ca16.08Mn16V24Ag7.92O96,230,4,160.0,5.0,0,0
2002864,Ca19.992Mg10.008V24Cu6O96,230,4,156.0,5.0,0,0
2003067,Y24Al32.016Ga7.984O96,230,4,160.0,4.0,0,0
2003068,Y24Al23.992Ga16.008O96,230,4,160.0,4.0,0,0
2003069,Y24Al16.008Ga23.992O96,230,4,160.0,4.0,0,0
2004173,Al2Co3(SiO4)3,230,4,160.0,4.0,0,0
2013704,Na7.9992Ca16.0008Mg16V24O96,230,4,160.0,5.0,0,0
2016017,V24Cd16(Pb7O32)3,230,4,157.0,4.0,0,0
2101373,Y3Ga5O12,230,4,160.0,3.0,0,0
2101484,Ca3Fe2(SiO4)3,230,4,160.0,4.0,0,0
2103468,Mn3Al2(SiO4)3,230,4,160.0,4.0,0,0
2103616,Er3Al5O12,230,4,160.0,3.0,0,0
2103617,Yb3Al5O12,230,4,160.0,3.0,0,0
2107339,Y24Al24.648Ga15.352O96,230,4,160.0,4.0,0,0
2201252,Na3Cr2(AsO4)3,230,4,160.0,4.0,0,0
2207682,Ca24Al10.704Fe5.296Si24O96,230,4,160.0,5.0,0,0
2208446,K4.512Li19.488Cr16As24O96,230,4,160.0,5.0,0,0
2223288,Nd3Fe5O12,230,4,160.0,3.0,0,0
2234838,Mn3Cr2(GeO4)3,230,4,160.0,4.0,0,0
4312133,Y18.48Er5.52Al40O96,230,4,160.0,4.0,0,0
4312135,Y12.72Er11.28Al40O96,230,4,160.0,4.0,0,0
4312146,Yb6.24Y17.76Al40O96,230,4,160.0,4.0,0,0
4312150,Yb18.24Y5.76Al40O96,230,4,160.0,4.0,0,0
4513851,Ce0.0792Y0.0792Lu23.8416Al40O96,230,4,159.976,5.0,0,0
4513852,Ce0.0792Y23.9208Al40O96,230,4,160.0,4.0,0,0
7224684,Ce0.48Y23.52Mg8Al24.0000008Si7.9999992O96,230,4,160.0,6.0,0,0
7224685,Ce0.48Y15.6799992Lu7.8400008Mg8Al24.0000008Si7.9999992O96,230,4,160.0,7.0,0,0
7224686,Ce0.48Y7.8400008Lu15.6799992Mg8Al24.0000008Si7.9999992O96,230,4,160.0,7.0,0,0
7224687,Ce0.48Lu23.52Mg8Al24.0000008Si7.9999992O96,230,4,160.0,6.0,0,0
7226446,Ce0.24Lu23.76Mg4Al31.9999992Si4.0000008O96,230,4,160.0,6.0,0,0
7226447,Ce0.24Lu23.76Mg8Al24.0000008Si7.9999992O96,230,4,160.0,6.0,0,0
7226448,Ce0.24Lu23.76Mg12Al16Si12O96,230,4,160.0,6.0,0,0
7226449,Ce0.24Lu23.76Mg16Al7.9999992Si16.0000008O96,230,4,160.0,6.0,0,0
7226870,Ba7.9999992Ce0.31999992Y15.6799992Al32.0000008Si7.9999992O96,230,4,159.976,6.0,0,0
8100492,Mn27.52Ga12.48Ge24O96,230,4,160.0,4.0,0,0
8101509,Ho3Ga5O12,230,4,160.0,3.0,0,0
8101510,Dy3Ga5O12,230,4,160.0,3.0,0,0
8101514,Na24Al10.992Fe13.008Te16O96,230,4,160.0,5.0,0,0
8103507,Ca21.6Mg2.4Al16Si24O96,230,4,160.0,5.0,0,0
8104232,Y24Ga31.984Fe8.016O96,230,4,160.0,4.0,0,0
9000014,Ca24Al16Si16.008O96,230,4,152.00799999999998,4.0,0,0
9000138,Mg3Al2(SiO4)3,230,4,160.0,4.0,0,0
9000233,Ca0.96Mg2.16Al16Fe20.64Si24O96,230,4,159.76,6.0,0,0
9000234,Mn20.88Al16Fe3.12Si24O96,230,4,160.0,5.0,0,0
9000235,Ca10.8Mn6.48Al16Fe6.72Si24O96,230,4,160.0,6.0,0,0
9000238,Ca23.28Mg0.72Al3.84V9.6Fe2.56Si24O96,230,4,160.0,7.0,0,0
9001228,Ca24Al2.544Fe13.456Si23.04O96,230,4,159.04,5.0,0,0
9001229,Ca24Al3.968Fe12.032Si21.96O96,230,4,157.96,5.0,0,0
9001409,Ca6Mg1.92Mn0.72Al16Fe15.12Si24O96,230,4,159.76,7.0,0,0
9001424,Mg14.4Al16Fe9.6Si24O96,230,4,160.0,5.0,0,0
9001425,Mg4.8Al16Fe19.2Si24O96,230,4,160.0,5.0,0,0
9001527,Ca4.704Mg19.296Al16Si24O96,230,4,160.0,5.0,0,0
9001529,Ca16.848Mg7.104Al16Si24O96,230,4,159.952,5.0,0,0
9001530,Ca19.128Mg4.872Al16Si24O96,230,4,160.0,5.0,0,0
9001531,Ca20.376Mg3.624Al16Si24O96,230,4,160.0,5.0,0,0
9002187,Mg24.4Al15.2Si24.4O96,230,4,160.0,4.0,0,0
9002188,Mg25.04Al13.92Si25.04O96,230,4,160.0,4.0,0,0
9002189,Mg25.904Al12.192Si25.904O96,230,4,160.0,4.0,0,0
9002190,Mg26.992Al10.016Si26.992O96,230,4,160.0,4.0,0,0
9002191,Mg28.16Al7.68Si28.16O96,230,4,160.0,4.0,0,0
9002192,Mg29.12Al5.76Si29.12O96,230,4,160.0,4.0,0,0
9002193,Mg26.992Al10.016Si26.992O96,230,4,160.0,4.0,0,0
9002194,Mg28.16Al7.68Si28.16O96,230,4,160.0,4.0,0,0
9002388,Y16.008Mg18.792Fe7.784Ge20.76O96,230,4,159.344,5.0,0,0
9005158,Ca6Al7O24,230,4,148.0,3.0,0,0
9005260,Ca24Mn1.6Al2.08Fe12.32Si13.2O96,230,4,149.2,6.0,0,0
9006277,Al13.6Fe26.4Si24O96,230,4,160.0,4.0,0,0
9006278,Al1.6Fe38.4Si24O96,230,4,160.0,4.0,0,0
9006279,Ca2.64Fe37.36Si24O96,230,4,160.0,4.0,0,0
9006281,Ca15.36Fe24.64Si24O96,230,4,160.0,4.0,0,0
9006283,Ca8.64Fe31.36Si24O96,230,4,160.0,4.0,0,0
9006320,Ca4.08Mg8.16Mn0.312Al16Fe11.448Si24O96,230,4,160.0,7.0,0,0
9007149,Ca3Cr2(SiO4)3,230,4,160.0,4.0,0,0
9008177,Mn3Fe2(GeO4)3,230,4,160.0,4.0,0,0
9009336,Na5.856Ca18.144Mn16V23.4As0.6O96,230,4,160.0,6.0,0,0
9010059,Mg22.8Sc2.4Al16Si22.8O96,230,4,160.0,5.0,0,0
9010060,Ca22.8Sc3.52Al14.88Si22.8O96,230,4,160.0,5.0,0,0
9010062,Ca24Sc1.6Fe14.4Si24O96,230,4,160.0,5.0,0,0
9010063,Ca24Sc3.2Fe12.8Si24O96,230,4,160.0,5.0,0,0
9010064,Ca24Sc4.48Fe11.52Si24O96,230,4,160.0,5.0,0,0
9010066,Ca24Sc10.88Fe5.12Si24O96,230,4,160.0,5.0,0,0
9010067,Ca24Sc13.92Fe2.08Si24O96,230,4,160.0,5.0,0,0
9010369,Ca24Al4.64V7.52Cr3.84Si24O96,230,4,160.0,6.0,0,0
9012395,Ca3Zn3(TeO6)2,230,4,160.0,4.0,0,0
9013458,Gd3Ga5O12,230,4,160.0,3.0,0,0
9013619,Li15.6Mg8.4Si40O96,230,4,160.0,4.0,0,0
9013963,Ca24Zr16Al8.4Fe7.44Si7.44O96,230,4,159.28,6.0,0,0
9013964,Ca24Zr16Al3.84Fe11.52Si6.48O96,230,4,157.84,6.0,0,0
9013965,Ca24Zr16Fe15.6Si7.44O96,230,4,159.04,5.0,0,0
9014158,Ca24Ti0.24Al6.56Cr9.2Si24O96,230,4,160.0,6.0,0,0
9014194,Ca21.888Zn22.968Te16Pb2.112O96,230,4,158.968,5.0,0,0
9014443,Ca23.256V15.472Si24O96,230,4,158.72799999999998,4.0,0,0
9014487,Ca22.224Mn1.032Al1.76V12.96Cr0.56Si24O96,230,4,158.536,7.0,0,0
9014903,Ca5.52Mg9.84Al15.84Cr0.16Fe8.64Si24O96,230,4,160.0,7.0,0,0
9015150,Ca22.896V15.216Si24O96,230,4,158.112,4.0,0,0
9015396,Mn3Fe2(SiO4)3,230,4,160.0,4.0,0,0
9016203,Na7.92Ca16.08Mg2.432Mn13.568As23.112O96,230,4,159.112,6.0,0,0
9016320,Ca24Ti5.104Al12.912Fe11.088Sn10.896O96,230,4,160.0,6.0,0,0
9016692,Ca16.00008Y7.99992Fe32Sb8O96,230,4,160.0,5.0,0,0
1000256,Li2NiF4,227,3,56.0,3.0,6,6
1001049,Fe22.4Sn1.6O32,227,3,56.0,3.0,6,6
1001050,Fe20.8Sn3.2O32,227,3,56.0,3.0,6,6
1001051,Fe5SnO8,227,3,56.0,3.0,6,6
1001098,Li10.6672Ti13.3328O32,227,3,56.0,3.0,6,6
1001099,Li9.6Ti14.4O32,227,3,56.0,3.0,6,6
1001100,LiTi2O4,227,3,56.0,3.0,6,6
1001145,Cd10.664Sn10.672O32,227,3,53.336000000000006,3.0,6,6
1001152,VZn2O4,227,3,56.0,3.0,6,6
1001154,Mn2VO4,227,3,56.0,3.0,6,6
1001155,LiVCoO4,227,3,56.0,4.0,6,6
1001188,Zn14.4Cd1.6Sn8O32,227,3,56.0,4.0,6,6
1001189,Zn12.8Cd3.2Sn8O32,227,3,56.0,4.0,6,6
1001190,Zn11.2Cd4.8Sn8O32,227,3,56.0,4.0,6,6
1001192,ZnCdSnO4,227,3,56.0,4.0,6,6
1001193,Zn6.4Cd9.6Sn8O32,227,3,56.0,4.0,6,6
1001194,ZnCd3(SnO4)2,227,3,56.0,4.0,6,6
1001195,Zn3.2Cd12.8Sn8O32,227,3,56.0,4.0,6,6
1001231,Li7.9992Cr7.9992Fe4.0008Sb4.0008O32,227,3,56.0,5.0,6,6
1001232,Li7.9992Fe12Sb4.0008O32,227,3,56.0,4.0,6,6
1007066,Li2Mn3ZnO8,212,5,56.0,4.0,6,6
1007069,Li2ZnGe3O8,212,5,56.0,4.0,6,6
1007070,Li2CoGe3O8,212,5,56.0,4.0,6,6
1007076,Co18.6672Sb5.3328O32,227,3,56.0,3.0,6,6
1007077,Zn18.6672Sb5.3328O32,227,3,56.0,3.0,6,6
1007078,Li4Ti7O16,227,3,54.0,3.0,6,6
1007185,LiGa5O8,212,5,56.0,3.0,6,6
1008282,Mg2PtO4,227,3,56.0,3.0,6,6
1008793,Li3Ti8O16,227,3,54.0,3.0,6,6
1008966,Cr2CoS4,227,3,56.0,3.0,6,6
1009062,Li8.96Mn15.04O32,227,3,56.0,3.0,6,6
1009063,Li8Mn15.84O32,227,3,55.84,3.0,6,6
1009064,Li3.56Mn8O15.36,141,3,26.92,3.0,6,6
1009065,Li9.584Mn14.416O31.776,227,3,55.776,3.0,6,6
1010108,MgIn2O4,227,3,56.0,3.0,6,6
1010109,Ti(FeO2)2,227,3,56.0,3.0,6,6
1010128,Al2CuO4,227,3,56.0,3.0,6,6
1010129,MgAl2O4,227,3,56.0,3.0,6,6
1010130,Zn(FeO2)2,227,3,56.0,3.0,6,6
1010131,Mn(FeO2)2,227,3,56.0,3.0,6,6
1010369,Fe3O4,227,3,56.0,2.0,6,6
1010370,Mn3Fe3O8,227,3,56.0,3.0,6,6
1010371,Mn2FeO4,227,3,56.0,3.0,6,6
1010623,Ag2MoO4,227,3,56.0,3.0,6,7
1010946,Co2CuS4,227,3,56.0,3.0,6,6
1011001,Al2ZnO4,227,3,56.0,3.0,6,6
1011005,Co3S4,227,3,56.0,2.0,6,6
1011030,Cr2NiO4,227,3,56.0,3.0,6,6
1011241,Mg(FeO2)2,227,3,56.0,3.0,6,6
1011262,Mn3O4,141,3,28.0,2.0,6,6
1011278,ZnCr2O4,227,3,56.0,3.0,6,6
1101077,LiV2O4,227,3,56.0,3.0,6,6
1508977,Fe3Ag(SnS4)2,227,3,56.0,4.0,6,6
1508986,InAgSnS4,227,3,56.0,4.0,6,6
1509054,Y7.2Zr8.8Ag7.2S32,227,3,55.2,4.0,6,6
1509089,In9.6Ag4.8Sn6.4S32,227,3,52.8,4.0,6,6
1509102,Zr10.4Ag5.6Bi5.6S32,227,3,53.6,4.0,6,6
1509116,In6.4Ag6.4Sn9.6S32,227,3,54.4,4.0,6,6
1509268,CrAgSn(SeS)2,227,3,56.0,5.0,6,6
1509269,Cr8Ag8Sn8Se3.2S28.8,227,3,56.0,5.0,6,6
1509270,CrAgSnS4,227,3,56.0,4.0,6,6
1509274,Cr2AgTe4,227,3,56.0,3.0,6,7
1509417,In5AgS8,227,3,56.0,3.0,6,6
1509672,MnAg2Sn3S8,227,3,56.0,4.0,6,6
1509803,FeAg2Sn3S8,227,3,56.0,4.0,6,6
1509982,Cr8Ag8Sn8Se9.6S22.4,227,3,56.0,5.0,6,6
