cif,formula,sgnum,sitios,atoms,elements,target,prediction
1521132,Sr0.6La7.36Zn0.64Cu3.36O15.84,64,4,27.8,5.0,5,5
1521133,Sr0.6La7.28Zn1.64Cu2.36O15.84,64,4,27.72,5.0,5,5
1521324,Sr0.668La3.332Ni2O8,139,4,14.0,4.0,5,5
1521325,Sr1.6La2.4Ni2O8,139,4,14.0,4.0,5,5
1521338,Sr6Fe4O13.86,139,6,23.86,3.0,5,5
1521365,Sr0.3La3.16Cu2Pb0.54O8,139,4,14.0,5.0,5,5
1521511,Sr1.6La2.4Mn2O7.876,139,4,13.876,4.0,5,5
1521651,Sr0.212La3.788Cu2O8,139,4,14.0,4.0,5,5
1521652,Sr0.088La7.912Cu4O16,64,4,28.0,4.0,5,5
1521653,Ba0.26La3.74Cu2O8,139,4,14.0,4.0,5,5
1521710,Na2Ti2Sb2O,139,4,14.0,4.0,5,5
1521809,Sr4Ru1.8Ir0.2O8,139,4,14.0,4.0,5,5
1521813,Eu2VO4,139,4,14.0,3.0,5,5
1522009,Na0.6Sr0.6Ca1.4La3.4Cu4O11.72,139,6,21.72,6.0,5,5
1522100,Ca2Gd1.8Er0.2Al2O8,139,4,14.0,5.0,5,5
1522176,LaNdCuO4,64,4,28.0,4.0,5,5
1522181,Pr2CuO4,64,4,28.0,3.0,5,5
1522855,Tl4.002Pd18Pb1.998,139,6,24.0,3.0,5,9
1524251,LiLa4CoO8,139,4,14.0,4.0,5,5
1525678,D4K2Mg,139,4,14.0,3.0,5,5
1525849,Ca3NdMn2O8,139,4,14.0,4.0,5,9
1525986,Sr3Co2Cl2O5,139,6,24.0,4.0,5,5
1526206,CaNdAlO4,139,4,14.0,4.0,5,5
1526216,La12Ni8O27.76,139,6,23.88,3.0,5,5
1526288,Sr6Fe4O13.46,139,6,23.46,3.0,5,5
1526290,Sr5.4La0.6Fe4O13.68,139,6,23.68,4.0,5,5
1526292,Sr5.4La0.6Fe2.8Co1.2O13.36,139,6,23.36,5.0,5,5
1526293,Sr1.998Ca1.202La2.8Mn4O14,139,6,24.0,5.0,5,5
1526294,Sr5.4La0.6Fe2Co2O13.32,139,6,23.32,5.0,5,5
1526295,Sr2Ca1.6La2.4Mn4O14,139,6,24.0,5.0,5,5
1526297,Sr1.998Ca2.402La1.6Mn4O14,139,6,24.0,5.0,5,5
1526407,Ba0.4La2Gd1.6Cu2O8,129,6,14.0,5.0,5,5
1526773,Sr3.402La2.598Mn4O14,139,6,24.0,4.0,5,5
1526775,Sr3.798La2.202Mn4O14,139,6,24.0,4.0,5,5
1526776,Sr3.198La2.802Mn4O14,139,6,24.0,4.0,5,5
1526778,Sr3.6La2.4Mn4O14,139,6,24.0,4.0,5,5
1526780,Sr3.918La2.082Mn4O14,139,6,24.0,4.0,5,5
1526782,Sr4.002La1.998Mn4O14,139,6,24.0,4.0,5,5
1526922,Sr0.3La3.7Zn0.2Cu1.8O8,139,4,14.0,5.0,5,5
1526923,Sr0.6La7.4Zn1.2Cu2.8O16,64,4,28.0,5.0,5,5
1526924,Sr0.3La3.7Cu1.98Ni0.02O8,139,4,14.0,5.0,5,5
1526925,Sr0.3La3.7Cu1.6Ni0.4O8,139,4,14.0,5.0,5,5
1526927,Sr0.3La3.7Mg0.2Cu1.8O8,139,4,14.0,5.0,5,5
1526928,Sr0.3La3.7Mg0.4Cu1.6O8,139,4,14.0,5.0,5,5
1527113,K2NiF4,139,4,14.0,3.0,5,5
1527388,K2NbO3F,139,4,14.0,4.0,5,9
1527389,Sr2FeO3F,139,4,14.0,4.0,5,5
1527502,K2CuF4,139,4,14.0,3.0,5,5
1527503,K3Cu2F7,139,6,24.0,3.0,5,5
1527982,Ca2GeO4,139,4,14.0,3.0,5,5
1528397,Sr6Cr4O13.9,139,6,23.9,3.0,5,5
1528401,Sr2Nd2Cu0.4Ni1.6O7.888,139,4,13.888,5.0,5,5
1528402,Sr2Nd2Cu1.2Ni0.8O7.568,139,4,13.568,5.0,5,5
1528437,Sr5.52Ce0.48Co4O13.52,139,6,23.52,4.0,5,5
1528687,Sr6Fe1.952Mo1.952O13.808,139,6,23.712,4.0,5,5
1528703,La2CuO4,139,4,14.0,3.0,5,5
1528704,SrLaVO4,139,4,14.0,4.0,5,5
1528787,SrLaScO4,64,4,28.0,4.0,5,5
1528788,SrLaScO4,139,4,14.0,4.0,5,5
1528789,SrCeScO4,64,4,28.0,4.0,5,5
1528792,SrNdScO4,64,4,28.0,4.0,5,5
1528875,Sr2La2FeCoO8,139,4,14.0,5.0,5,5
1528877,Sr1.6La2.4Fe1Co1O8,139,4,14.0,5.0,5,5
1529141,Sr3Fe2Cl2O5,139,6,24.0,4.0,5,5
1529142,Sr3Fe2Br2O5,139,6,24.0,4.0,5,5
1529143,Sr6Fe2.24Co1.76Cl4O10,139,6,24.0,5.0,5,5
1529172,Sr2.4La1.6Co2O8,139,4,14.0,4.0,5,5
1529174,SrGdCoO4,139,4,14.0,4.0,5,5
1529175,Sr2.2Gd1.8Co2O8,139,4,14.0,4.0,5,5
1529795,Sr0.3La3.7Cu2O7.2,139,4,13.2,4.0,5,5
1530317,Sr3Ti2O7,139,6,24.0,3.0,5,5
1531071,Rb3Mn2Cl7,139,6,24.0,3.0,5,5
1531180,D4Cs2Mg,139,4,14.0,3.0,5,5
1531232,K3.998La1.334Ta4O14,139,6,23.331999999999997,4.0,5,5
1531253,RbLaTiNbO6F,123,6,11.0,6.0,5,5
1531256,RbPrTiNbO6F,123,6,11.0,6.0,5,5
1531259,RbNdTiNbO6F,123,6,11.0,6.0,5,5
1531301,Sr2.88Ca0.72La2.4Mn4O14,139,6,24.004,5.0,5,5
1531337,Sr0.4La3.6Co0.4Ni1.6O8,139,4,14.0,5.0,5,5
1531338,Sr0.4La3.6Co0.7Ni1.3O8,139,4,14.0,5.0,5,5
1531895,SrLaAlO4,139,4,14.0,4.0,5,5
1532215,La8Ni4O15.68,64,4,27.68,3.0,5,5
1532370,Sr3.22La2.78Mn4O14,139,6,24.0,4.0,5,5
1532372,Sr0.5La3.5Ni2O8,139,4,14.0,4.0,5,5
1532442,Ca3.6La2.4Mn4O14,139,6,24.0,4.0,5,5
1532610,Sr2.48La1.52Fe2O8,139,4,14.0,4.0,5,5
1532611,Sr2.8La1.2Fe2O8,139,4,14.0,4.0,5,5
1532612,Sr2.2La1.8Fe2O8,139,4,14.0,4.0,5,5
1532738,K3Zn2F7,139,6,24.0,3.0,5,5
1532860,Ba0.304Ca0.296La7.2Nd0.2Cu4O16,64,4,28.0,6.0,5,5
1532893,Sr2.556La1.444Fe1.894Ru0.106O8,139,4,14.0,5.0,5,5
1532895,Sr3.82La0.18Fe1.242Ru0.758O7.492,139,4,13.492,5.0,5,5
1533328,Ca3Mn2O7,139,6,24.0,3.0,5,5
1533330,Ca5.2La0.8Mn4O14,139,6,24.0,4.0,5,5
1533332,Ca4.8La1.2Mn4O14,139,6,24.0,4.0,5,5
1533334,Ca4.4La1.6Mn4O14,139,6,24.0,4.0,5,5
1533336,Ca3.8La2.2Mn4O14,139,6,24.0,4.0,5,5
1533342,SrPrMnO4,139,4,14.0,4.0,5,5
1533343,SrLa2Al2O7,139,6,24.0,4.0,5,5
1533344,SrNd2Al2O7,139,6,24.0,4.0,5,5
1533345,Sr2.02Sm3.98Al4O14,139,6,24.0,4.0,5,5
1533346,Sr2.02Eu3.98Al4O14,139,6,24.0,4.0,5,5
1533348,SrDy2Al2O7,139,6,24.0,4.0,5,5
1533350,SrHo2Al2O7,139,6,24.0,4.0,5,5
1533444,Sr6Ti2Mn2O13.782,139,6,23.781999999999996,4.0,5,5
1533567,La4Ni2O7.98,139,4,13.98,3.0,5,5
1533571,La2NiO4,139,4,14.0,3.0,5,5
1534798,Ba8Li1.72Ni10.28N8,64,4,28.0,4.0,5,5
1534861,Ba2ZrO4,139,4,14.0,3.0,5,5
1535025,Sr2.4La3.6Cu4O11.716,139,6,21.715999999999998,4.0,5,5
1535027,Sr2.4La3.6Cu4O12.05,139,6,22.05,4.0,5,5
1535596,Rb4Br2O,139,4,14.0,3.0,5,5
1535806,Sr2.0La4.0Cu4O12.0114,139,6,22.011999999999997,4.0,5,5
1535951,CaLaGaO4,139,4,14.0,4.0,5,5
1535954,SrNdGaO4,139,4,14.0,4.0,5,5
1537580,CaSmAlO4,139,4,14.0,4.0,5,5
1538968,Rb2CaH4,139,4,14.0,3.0,5,5
1539523,Cs3Mg2Cl7,139,6,24.0,3.0,5,5
1539930,Ba2PbO4,139,4,14.0,3.0,5,5
1539931,Sr2SnO4,139,4,14.0,3.0,5,5
1539932,Ba2SnO4,139,4,14.0,3.0,5,5
1540098,Sr0.4La3.6Co0.05Cu1.95O8,139,4,14.0,5.0,5,5
1540100,Sr0.4La3.6Co1Cu1O7.92,139,4,13.92,5.0,5,5
1540101,Sr0.4La3.6Co0.03Cu1.97O8,139,4,14.0,5.0,5,5
1540102,Sr0.4La3.6Co1Cu1O7.9,139,4,13.9,5.0,5,5
1540361,Sr0.42La1.8Gd1.78Cu2O8,129,6,14.0,5.0,5,5
1541046,Sr0.5La1.5Sm2Cu2O7.7,129,6,13.7,5.0,5,5
1541051,Na0.12La3.88Cu2O8,139,4,14.0,4.0,5,5
1541052,Na0.64La7.32Cu4O16,64,4,27.96,4.0,5,5
1541163,Sr0.6La7.4Zn1Cu3O15.68,64,4,27.68,5.0,5,5
1544457,BaLaMnO4,139,4,14.0,4.0,5,5
2002138,SrNd3AlCuO8,139,4,14.0,5.0,5,5
2002175,Ca2Cu(BrO)2,139,4,14.0,4.0,5,5
2002194,Sr2Cu(ClO)2,139,4,14.0,4.0,5,5
2002217,SrCeAlO4,139,4,14.0,4.0,5,5
2002218,SrNdAlO4,139,4,14.0,4.0,5,5
2002224,SrLaNiO4,139,4,14.0,4.0,5,5
2002265,La2CoO4,64,4,28.0,3.0,5,5
2002276,SrNdMnO4,139,4,14.0,4.0,5,5
2002277,SrNdCrO4,139,4,14.0,4.0,5,5
2002461,Sr2La6Cu3PtO16,64,4,28.0,5.0,5,5
2002462,Sr0.52La7.48Cu4O16,64,4,28.0,4.0,5,5
2002506,Sr2La6TiCu3O16,64,4,28.0,5.0,5,5
2002522,Ba3In2Cl2O5,139,6,24.0,4.0,5,5
2002540,Ba3In2Br2O5,139,6,24.0,4.0,5,5
2002567,SrLaGaO4,139,4,14.0,4.0,5,5
2004917,CsLaNb2O7,123,6,11.0,4.0,5,9
2013358,Sr4Ti0.142Ru1.858O8,139,4,14.0,4.0,5,5
2013359,Sr4Ti0.38Ru1.62O8,139,4,14.0,4.0,5,5
2106322,Rb2MnCl4,139,4,14.0,3.0,5,5
2106461,Eu4As2O,139,4,14.0,3.0,5,5
2310671,Cs2CdCl4,139,4,14.0,3.0,5,5
4001310,Sr6Mg0.8632Mo3.1368O12.91,139,6,22.91,4.0,5,5
4001315,Sr6Mg0.864Mo3.136O14,139,6,24.0,4.0,5,5
4002314,Rb0.9Sr1Nb2O6.0F1,123,6,10.9,5.0,5,5
4002315,Sr2Li1.8Nb4O12F2.0,139,6,21.8,5.0,5,5
4002318,Sr1.8La2.2Mg0.2Al1.8O8,139,4,14.0,5.0,5,5
4002321,SrLa3MgAlO8,139,4,14.0,5.0,5,5
4002322,Sr0.6La3.4Mg1.4Al0.6O8,139,4,14.0,5.0,5,5
4002333,Sr3PrMn2O8,139,4,14.0,4.0,5,5
4002411,SrLa3MnCuO8,139,4,14.0,5.0,5,5
4002412,Sr2La2MnCuO8,139,4,14.0,5.0,5,5
4002413,Sr2Pr2MnCuO8,139,4,14.0,5.0,5,5
4002414,Sr2Nd2MnCuO8,139,4,14.0,5.0,5,5
4002460,Sr6Fe2Co2O10.85,139,6,20.85,4.0,5,3
4002465,Ba4Ta2N1.936O6.064,139,4,14.0,4.0,5,5
4002486,Sr4MnRuO8,139,4,14.0,4.0,5,5
4002489,Sr3MnRuO7,139,6,24.0,4.0,5,5
4002508,La2Ti2CoO8,129,6,13.0,4.0,5,5
4002509,La2Ti2CuO8,129,6,13.0,4.0,5,5
4124487,LiLa4MnO8,139,4,14.0,4.0,5,5
4124488,SrLiLa3MnO8,139,4,14.0,5.0,5,5
4124679,Sr2UO4,139,4,14.0,3.0,5,5
4312174,Sr4Nb2N1.444O6.556,139,4,14.0,4.0,5,5
4327466,Ni11.96Sn2S4,139,6,17.96,3.0,5,5
7200988,K2AgF4,64,4,28.0,3.0,5,5
7214849,CaErAlO4,139,4,14.0,4.0,5,5
7215274,Sr4.92La1.08Fe4O13.28,139,6,23.28,4.0,5,5
7215275,Sr4.92La1.08Fe4O14,139,6,24.0,4.0,5,5
7215276,Sr4.92La1.08Fe4O13.48,139,6,23.48,4.0,5,5
7215278,Sr4.92La1.08Fe4O13.88,139,6,23.88,4.0,5,5
7215279,Sr4.92La1.08Fe4O13.032,139,6,23.031999999999996,4.0,5,5
7215280,Sr4.92La1.08Fe4O13.64,139,6,23.64,4.0,5,5
7221013,SrLi2Ta2O7,139,6,24.0,4.0,5,5
7221017,Sr6Fe4O11.998F1.602,139,6,23.6,4.0,5,5
7221082,Li2LaTa2O7,139,6,24.0,4.0,5,5
7221278,K2SrTa2O7,139,6,24.0,4.0,5,5
7222393,Sr2.4Nd1.6Mn1.2Rh0.8O8,139,4,14.0,5.0,5,5
7222981,Na4Br2O,139,4,14.0,3.0,5,5
7223665,Li7Br3O2,139,6,24.0,3.0,5,5
7223668,Na4I2O,139,4,14.0,3.0,5,5
7227257,CaGdAlO4,139,4,14.0,4.0,5,5
8101231,SrPrGaO4,139,4,14.0,4.0,5,5
8101618,SrPrAlO4,139,4,14.0,4.0,5,5
8103552,K2ZnF4,139,4,14.0,3.0,5,5
8103852,Cs2TmCl4,139,4,14.0,3.0,5,5
8104197,Ba4Sb2O,139,4,14.0,3.0,5,5
9000275,Mg2SiO4,139,4,14.0,3.0,5,5
1519018,Ca18Mn6.48Ni5.52O36,167,4,66.0,4.0,6,6
1521490,Sr3ZnRhO6,167,4,66.0,4.0,6,6
1522193,Sr4PtO6,167,4,66.0,3.0,6,6
1522195,Sr18.9Ca5.1Pt6O36,167,4,66.0,4.0,6,6
1522197,Sr12.87Ca11.13Pt6O36,167,4,66.0,4.0,6,6
1527049,Ca3MnCoO6,167,4,66.0,4.0,6,6
1527141,K4CdCl6,167,4,66.0,3.0,6,6
1531251,Li5.1Ca18.9Ir6O36,167,4,66.0,4.0,6,6
1531254,Sr3LiIrO6,167,4,66.0,4.0,6,6
1531257,Sr3LiRuO6,167,4,66.0,4.0,6,6
1531263,Ca18Co8.04Rh3.96O36,167,4,66.0,4.0,6,6
1531266,Ca3FeRhO6,167,4,66.0,4.0,6,6
1533193,Ba3(CrS3)2,167,4,66.0,3.0,6,6
1534408,GdAl7Au3,167,4,66.0,3.0,6,6
1534411,TbAl7Au3,167,4,66.0,3.0,6,6
1534419,LuAl7Au3,167,4,66.0,3.0,6,6
1534426,NdAl7Au3,167,4,66.0,3.0,6,6
1534430,YbAl7Au3,167,4,66.0,3.0,6,6
1534436,TmAl7Au3,167,4,66.0,3.0,6,6
1535600,Rb6Br4O,167,4,66.0,3.0,6,6
1537111,Rb4CdBr6,167,4,66.0,3.0,6,6
1537115,Rb4CdCl6,167,4,66.0,3.0,6,6
1537274,CeAl7Au3,167,4,66.0,3.0,6,6
1537604,ErAl7Au3,167,4,66.0,3.0,6,6
1538415,Cs4PbCl6,167,4,66.0,3.0,6,6
1538416,Cs4PbBr6,167,4,66.0,3.0,6,6
2001660,Sr4IrO6,167,4,66.0,3.0,6,6
2002756,NaSr3IrO6,167,4,66.0,4.0,6,6
2002786,Ba3NaRuO6,167,4,66.0,4.0,6,6
2002787,Ba3NaIrO6,167,4,66.0,4.0,6,6
2011056,K3NaFeCl6,167,4,66.0,4.0,6,6
2011854,Sr3CdPtO6,167,4,66.0,4.0,6,6
2011855,Sr3ZnPtO6,167,4,66.0,4.0,6,6
2012343,Ca4IrO6,167,4,66.0,3.0,6,6
2012344,Ca20.028Mg3.96Ir6O36,167,4,65.988,4.0,6,6
2012345,Ca7Zn(IrO6)2,167,4,66.0,4.0,6,6
2015031,AgHg3SbO6,167,4,66.0,4.0,6,6
2020349,Ba4PtO6,167,4,66.0,3.0,6,6
2106276,ScSi7Rh3,167,4,66.0,3.0,6,6
2106277,ScSi7Ir3,167,4,66.0,3.0,6,6
2201767,Sr3MgPtO6,167,4,66.0,4.0,6,6
2210014,MgSi7Ir3,167,4,66.0,3.0,6,6
4125187,Ca6Te3N2,167,4,66.0,3.0,6,6
4327404,CsCu3C3N3Cl,167,4,66.0,5.0,6,6
4327405,CsCu3C3BrN3,167,4,66.0,5.0,6,6
4330745,Ba3SmInS6,167,4,66.0,4.0,6,6
4330746,Ba3GdInS6,167,4,66.0,4.0,6,6
4330747,Ba18Yb5.994In6.006S36,167,4,66.0,4.0,6,6
4332189,Na9.204La14.796Rh6O36,167,4,66.0,4.0,6,6
4332190,Na9.312Pr14.688Rh6O36,167,4,66.0,4.0,6,6
4332191,Na9.276Nd14.724Rh6O36,167,4,66.0,4.0,6,6
4332192,Na11.94Nd12.06Pt6O36,167,4,66.0,4.0,6,6
4337708,Ba3UAgS6,167,4,66.0,4.0,6,6
4337709,Ba3UFeS6,167,4,66.0,4.0,6,6
4342464,Ba4USe6,167,4,66.0,3.0,6,6
4342465,Ba3UFeSe6,167,4,66.0,4.0,6,6
4342466,Ba3UMnSe6,167,4,66.0,4.0,6,6
4342467,Ba3UMnS6,167,4,66.0,4.0,6,6
4342468,K4.8096Ba19.1904U6S36,167,4,66.0,4.0,6,6
4342469,Rb4.242Ba19.758U6S36,167,4,66.0,4.0,6,6
7222632,Cs6Cl4O,167,4,66.0,3.0,6,6
9014382,K3NaMnCl6,167,4,66.0,4.0,6,6
9016244,K3NaFeCl6,167,4,66.0,4.0,6,6
1000176,Na3Li3Sc2F12,230,4,160.0,4.0,1,1
1000177,Na3Li3In2F12,230,4,160.0,4.0,1,1
1000209,Na3Li3Ti2F12,230,4,160.0,4.0,1,1
1000210,Na3Li3V2F12,230,4,160.0,4.0,1,1
1000211,Na3Li3Cr2F12,230,4,160.0,4.0,1,1
1000212,Na3Li3Fe2F12,230,4,160.0,4.0,1,1
1000213,Na3Li3Co2F12,230,4,160.0,4.0,1,1
1001561,Ca24Ga16.0008Si7.9992Sn16O96,230,4,160.0,5.0,1,1
1001562,Ca24Ga16.0008Si7.6008Sn16.3984O96,230,4,160.024,5.0,1,1
1001563,Ca24Ga16.0008Si0.3984Sn23.6008O96,230,4,160.024,5.0,1,1
1007046,Na16.008Ca7.992Sn16Ge24O96,230,4,160.0,5.0,1,1
1007047,Na16.008Ca7.992Ti16Ge24O96,230,4,160.0,5.0,1,1
1008147,Gd3Fe5O12,230,4,160.0,3.0,1,1
1008628,Y3Fe5O12,230,4,160.0,3.0,1,1
1009022,Ca3Fe2(GeO4)3,230,4,160.0,4.0,1,1
1009023,Ca3Y2(GeO4)3,230,4,160.0,4.0,1,1
1009024,Y16.08Mg23.92Ge24O96,230,4,160.0,4.0,1,1
1010911,Na7.992Ca16.008Mg16As24O96,230,4,160.0,5.0,1,1
1010934,Na3Li3Al2F12,230,4,160.0,4.0,1,1
1010999,Ca12Al14.4Fe14.08Si23.52O96,230,4,160.0,5.0,1,1
1524032,Ca24Al8.768Fe7.232Si22.584O96,230,4,158.584,5.0,1,1
1525933,Eu3Fe5O12,230,4,160.0,3.0,1,1
1525935,Tb3Fe5O12,230,4,160.0,3.0,1,1
1525937,Y24In3.36Fe36.64O96,230,4,160.0,4.0,1,1
1525939,Y24Sc8.4Fe31.6O96,230,4,160.0,4.0,1,1
1525941,Er3Ga5O12,230,4,160.0,3.0,1,1
1526374,Y24Al16.008Fe23.992O96,230,4,160.0,4.0,1,1
1526375,Y24Al24.008Fe15.992O96,230,4,160.0,4.0,1,1
1529480,Ca3Ga2(GeO4)3,230,4,160.0,4.0,1,1
1530425,Ca3Sc2(GeO4)3,230,4,160.0,4.0,1,1
1530426,Sc2Cd3(GeO4)3,230,4,160.0,4.0,1,1
1531283,Al2Fe3(SiO4)3,230,4,160.0,4.0,1,1
1532992,Na7.992Ca16.008V24Zn16O96,230,4,160.0,5.0,1,1
1533341,Ca3.12Y12.72V1.68In1.6Fe35.12Bi7.92O96,230,4,158.16,7.0,1,1
1536016,Nd0.336Y23.664Al40O96,230,4,160.0,4.0,1,1
1536621,Y23.76Sc11.12Ga29.12O96,230,4,160.0,4.0,1,1
1536624,Y24Sc11.44Ga28.56O96,230,4,160.0,4.0,1,1
1536628,Y21.9192Sc17.504Ga24.08O96,230,4,159.496,4.0,1,1
1538375,Ca0.648Mn20.64Al15.92Fe2.792Si24O96,230,4,160.0,6.0,1,1
1538378,Ca23.688Mn0.312Al15.6Fe0.4Si24O96,230,4,160.0,6.0,1,1
1538380,Mg3Cr2(SiO4)3,230,4,160.0,4.0,1,1
1538381,Mg3V2(SiO4)3,230,4,160.0,4.0,1,1
1538382,Mg3Fe2(SiO4)3,230,4,160.0,4.0,1,1
1538384,Mg3Mn2(SiO4)3,230,4,160.0,4.0,1,1
1538385,Cr2Fe3(SiO4)3,230,4,160.0,4.0,1,1
1538386,V2Fe3(SiO4)3,230,4,160.0,4.0,1,1
1538390,Mn2Fe3(SiO4)3,230,4,160.0,4.0,1,1
1538392,Mn3Cr2(SiO4)3,230,4,160.0,4.0,1,1
1538396,Mn5(SiO4)3,230,4,160.0,3.0,1,1
1538397,Al2Cd3(SiO4)3,230,4,160.0,4.0,1,1
1538398,Sr3Al2(SiO4)3,230,4,160.0,4.0,1,1
1538400,Ba3Al2(SiO4)3,230,4,160.0,4.0,1,1
1538402,Ca3Ga2(SiO4)3,230,4,160.0,4.0,1,1
1538404,Ca3Mn2(SiO4)3,230,4,160.0,4.0,1,1
1538405,Ca3Sc2(SiO4)3,230,4,160.0,4.0,1,1
1538407,Ca3In2(SiO4)3,230,4,160.0,4.0,1,1
1539533,Ca22.944Al15.12Fe1.936Si24O96,230,4,160.0,5.0,1,1
1539536,Y3Sc2Al3O12,230,4,160.0,4.0,1,1
1541445,Ca19.776Al15.52Fe4.704Si22.632O96,230,4,158.632,5.0,1,1
1541536,Pr5.592Y18.408Sc6.4Fe33.6O96,230,4,160.0,5.0,1,1
1541543,Ca16.56V8.32Fe31.68Bi7.44O96,230,4,160.0,5.0,1,1
1541545,Ca18.48V9.28Fe30.72Bi5.52O96,230,4,160.0,5.0,1,1
1541547,Ca20.88V10.4Fe29.6Bi3.12O96,230,4,160.0,5.0,1,1
1541561,Ca7.92Y16.08Fe32Sn8O96,230,4,160.0,5.0,1,1
1541563,Ca16.008Y7.992Fe23.992Sn16.008O96,230,4,160.0,5.0,1,1
1541632,Na7.92Ca16.08V24Cu16O96,230,4,160.0,5.0,1,1
2002152,Ca16.08Mn16V24Ag7.92O96,230,4,160.0,5.0,1,1
2002864,Ca19.992Mg10.008V24Cu6O96,230,4,156.0,5.0,1,1
2003067,Y24Al32.016Ga7.984O96,230,4,160.0,4.0,1,1
2003068,Y24Al23.992Ga16.008O96,230,4,160.0,4.0,1,1
2003069,Y24Al16.008Ga23.992O96,230,4,160.0,4.0,1,1
2003070,Y24Al7.992Ga32.008O96,230,4,160.0,4.0,1,1
2004173,Al2Co3(SiO4)3,230,4,160.0,4.0,1,1
2013704,Na7.9992Ca16.0008Mg16V24O96,230,4,160.0,5.0,1,1
2016017,V24Cd16(Pb7O32)3,230,4,157.0,4.0,1,1
2101373,Y3Ga5O12,230,4,160.0,3.0,1,1
2101484,Ca3Fe2(SiO4)3,230,4,160.0,4.0,1,1
2103468,Mn3Al2(SiO4)3,230,4,160.0,4.0,1,1
2103616,Er3Al5O12,230,4,160.0,3.0,1,1
2103617,Yb3Al5O12,230,4,160.0,3.0,1,1
2107339,Y24Al24.648Ga15.352O96,230,4,160.0,4.0,1,1
2223617,Pr3Fe5O12,230,4,160.0,3.0,1,1
4312133,Y18.48Er5.52Al40O96,230,4,160.0,4.0,1,1
4312135,Y12.72Er11.28Al40O96,230,4,160.0,4.0,1,1
4312146,Yb6.24Y17.76Al40O96,230,4,160.0,4.0,1,1
4312148,Yb11.52Y12.48Al40O96,230,4,160.0,4.0,1,1
4312150,Yb18.24Y5.76Al40O96,230,4,160.0,4.0,1,1
4513851,Ce0.0792Y0.0792Lu23.8416Al40O96,230,4,159.976,5.0,1,1
4513852,Ce0.0792Y23.9208Al40O96,230,4,160.0,4.0,1,1
7224684,Ce0.48Y23.52Mg8Al24.0000008Si7.9999992O96,230,4,160.0,6.0,1,1
7224685,Ce0.48Y15.6799992Lu7.8400008Mg8Al24.0000008Si7.9999992O96,230,4,160.0,7.0,1,1
7224686,Ce0.48Y7.8400008Lu15.6799992Mg8Al24.0000008Si7.9999992O96,230,4,160.0,7.0,1,1
7226445,Ce0.24Lu23.76Al40O96,230,4,160.0,4.0,1,1
7226446,Ce0.24Lu23.76Mg4Al31.9999992Si4.0000008O96,230,4,160.0,6.0,1,1
7226447,Ce0.24Lu23.76Mg8Al24.0000008Si7.9999992O96,230,4,160.0,6.0,1,1
7226448,Ce0.24Lu23.76Mg12Al16Si12O96,230,4,160.0,6.0,1,1
7226449,Ce0.24Lu23.76Mg16Al7.9999992Si16.0000008O96,230,4,160.0,6.0,1,1
7226870,Ba7.9999992Ce0.31999992Y15.6799992Al32.0000008Si7.9999992O96,230,4,159.976,6.0,1,1
8100491,Mn28.8Ga11.2Si1.104Ge22.896O96,230,4,160.0,5.0,1,1
8100492,Mn27.52Ga12.48Ge24O96,230,4,160.0,4.0,1,1
8101509,Ho3Ga5O12,230,4,160.0,3.0,1,1
8101510,Dy3Ga5O12,230,4,160.0,3.0,1,1
8101514,Na24Al10.992Fe13.008Te16O96,230,4,160.0,5.0,1,1
8103507,Ca21.6Mg2.4Al16Si24O96,230,4,160.0,5.0,1,1
8103722,Ca24Al12.8Fe3.2Si24O96,230,4,160.0,5.0,1,1
8104232,Y24Ga31.984Fe8.016O96,230,4,160.0,4.0,1,1
9000014,Ca24Al16Si16.008O96,230,4,152.00799999999998,4.0,1,1
9000138,Mg3Al2(SiO4)3,230,4,160.0,4.0,1,1
9000232,Mg21.12Al10.72Cr5.28Fe2.88Si24O96,230,4,160.0,6.0,1,1
9000235,Ca10.8Mn6.48Al16Fe6.72Si24O96,230,4,160.0,6.0,1,1
9000238,Ca23.28Mg0.72Al3.84V9.6Fe2.56Si24O96,230,4,160.0,7.0,1,1
9001229,Ca24Al3.968Fe12.032Si21.96O96,230,4,157.96,5.0,1,1
9001230,Ca24Al3.232Fe12.768Si20.64O96,230,4,156.64,5.0,1,1
9001423,Mg19.2Al16Fe4.8Si24O96,230,4,160.0,5.0,1,1
9001424,Mg14.4Al16Fe9.6Si24O96,230,4,160.0,5.0,1,1
9001425,Mg4.8Al16Fe19.2Si24O96,230,4,160.0,5.0,1,1
9001528,Ca6.192Mg17.808Al16Si24O96,230,4,160.0,5.0,1,1
9001529,Ca16.848Mg7.104Al16Si24O96,230,4,159.952,5.0,1,1
9001530,Ca19.128Mg4.872Al16Si24O96,230,4,160.0,5.0,1,1
9001531,Ca20.376Mg3.624Al16Si24O96,230,4,160.0,5.0,1,1
9002187,Mg24.4Al15.2Si24.4O96,230,4,160.0,4.0,1,1
9002188,Mg25.04Al13.92Si25.04O96,230,4,160.0,4.0,1,1
9002189,Mg25.904Al12.192Si25.904O96,230,4,160.0,4.0,1,1
9002190,Mg26.992Al10.016Si26.992O96,230,4,160.0,4.0,1,1
9002191,Mg28.16Al7.68Si28.16O96,230,4,160.0,4.0,1,1
9002192,Mg29.12Al5.76Si29.12O96,230,4,160.0,4.0,1,1
9002193,Mg26.992Al10.016Si26.992O96,230,4,160.0,4.0,1,1
